Emotion,Gender,Talker,Cue,sentencenum,code,sentence,scoring word 1,scoring word 2,Arousal,Valence,Category_Accuracy,GoF,Percent_A,Percent_C,Percent_H,Percent_S,,,,
H,M,2,V,13,HM2V13,V223.  Victor discussed the recruit and the marsh today,recruit,marsh,67.246,68.71,0.7,65.76285714,0,0.3,0.7,0,,,,
C,F,1,M,6,CF1M06,M6.  Michael discussed the dome and the finger today,dome,finger,45.73,45.431,0.8,65.7725,0.1,0.8,0,0.1,,,,
A,M,1,V,17,AM1V17,V47.  Victor discussed the clay and the network today,clay,network,74.42,29.915,0.9,65.78,0.9,0.1,0,0,,,,
S,M,3,V,5,SM3V05,V305.  Victor discussed the ribs and the flash today,ribs,flash,26.322,33.514,0.6,65.78285714,0,0.4,0,0.6,,,,
C,F,1,V,20,CF1V20,V20.  Victor discussed the coffin and the pardon today,coffin,pardon,41.956,44.958,0.8,65.78625,0,0.8,0,0.2,,,,
H,M,2,M,30,HM2M30,M240.  Michael discussed the ledge and the socks today,ledge,socks,65.765,70.677,0.6,65.80285714,0,0.4,0.6,0,,,,
H,M,2,M,8,HM2M08,M218.  Michael discussed the cell and the panda today,cell,panda,67.589,68.197,0.9,65.81428571,0.1,0,0.9,0,,,,
S,M,1,M,8,SM1M08,M68.  Michael discussed the stars and the hum today,stars,hum,26.08,33.065,0.7,65.83285714,0,0.3,0,0.7,,,,
S,F,1,M,14,SF1M14,M74.  Michael discussed the guy and the maple today,guy,maple,55.399,37.406,0.7,65.84375,0,0.2,0.1,0.7,,,,
C,M,2,V,18,CM2V18,V138.  Victor discussed the dial and the absence today,dial,absence,41.2,58.713,1,65.85625,0,1,0,0,,,,
S,M,3,T,5,SM3T05,T305.  Theo discussed the frog and the spill today,frog,spill,25.846,32.046,0.8,65.88428571,0,0.2,0,0.8,,,,
A,F,2,M,16,AF2M16,M166.  Michael discussed the bounce and the symbol today ,bounce,symbol,73.375,25.228,1,65.88571429,1,0,0,0,,,,
S,M,3,T,15,SM3T15,T315.  Theo discussed the sponge and the relief today,sponge,relief,27.001,34.546,0.6,65.95857143,0,0.3,0.1,0.6,,,,
A,F,2,M,25,AF2M25,M175.  Michael discussed the massage and the sea today,massage,sea,72.842,27.255,1,65.97142857,1,0,0,0,,,,
A,M,2,T,6,AM2T06,T156.  Theo discussed the stay and the ferns today,stay,ferns,70.243,29.898,1,65.98125,1,0,0,0,,,,
S,M,3,M,14,SM3M14,M314.  Michael discussed the fever and the lawyer today,fever,lawyer,24.55,31.55,0.7,65.98714286,0,0.3,0,0.7,,,,
A,F,2,M,12,AF2M12,M162.  Michael discussed the world and the friction today,world,friction,71.095,24.63,0.8,66.00285714,0.8,0.2,0,0,,,,
S,M,3,T,21,SM3T21,T321.  Theo discussed the slide and the cop today,slide,cop,25.824,30.339,0.9,66.02,0,0.1,0,0.9,,,,
C,M,1,T,4,CM1T04,T4.  Theo discussed the whiskey and the feather today,whiskey,feather,38.663,48.918,0.9,66.0325,0,0.9,0,0.1,,,,
H,M,2,T,12,HM2T12,T222.  Theo discussed the chalk and the leather today,chalk,leather,66.534,67.806,0.8,66.03857143,0,0.2,0.8,0,,,,
A,F,1,T,23,AF1T23,T53.  Theo discussed the dust and the ring today,dust,ring,70.324,29.676,0.9,66.04571429,0.9,0.1,0,0,,,,
S,F,1,V,21,SF1V21,V81.  Victor discussed the organ and the defense today,organ,defense,55.196,31.393,1,66.0475,0,0,0,1,,,,
C,M,1,M,3,CM1M03,M3.  Michael discussed the fine and the west today,fine,west,38.141,49.493,1,66.05875,0,1,0,0,,,,
S,M,1,M,14,SM1M14,M74.  Michael discussed the guy and the maple today,guy,maple,34.955,37.001,0.6,66.06,0,0.4,0,0.6,,,,
S,M,1,T,19,SM1T19,T79.  Theo discussed the daughter and the ear today ,daughter,ear,24.997,32.774,0.8,66.09571429,0,0.2,0,0.8,,,,
H,M,2,V,6,HM2V06,V216.  Victor discussed the fur and the pace today,fur,pace,70.285,69.088,0.6,66.10285714,0,0.4,0.6,0,,,,
C,F,1,T,22,CF1T22,T22.  Theo discussed the wrist and the speaker today,wrist,speaker,46.216,45.389,0.8,66.1075,0,0.8,0,0.2,,,,
H,M,3,M,30,HM3M30,M360.  Michael discussed the scent and the flight today,scent,flight,65.766,73.91,0.8,66.10857143,0,0.2,0.8,0,,,,
C,M,3,M,6,CM3M06,M246.  Michael discussed the worth and the duet today,worth,duet,32.226,50.168,0.9,66.10875,0,0.9,0.1,0,,,,
S,M,2,M,23,SM2M23,M203.  Michael discussed the warning and the scoop today,warning,scoop,29.15,38.417,0.6,66.10875,0,0.4,0,0.6,,,,
S,F,3,M,26,SF3M26,M326.  Michael discussed the trophy and the dam today,trophy,dam,30.67,41.207,0.7,66.11125,0,0.3,0,0.7,,,,
A,M,3,T,11,AM3T11,T281.  Theo discussed the dance and the shingle today,dance,shingle,68.593,30.182,1,66.12625,1,0,0,0,,,,
A,F,2,V,5,AF2V05,V155.  Victor discussed the hyphen and the sky today,hyphen,sky,72.967,23.435,0.9,66.15857143,0.9,0.1,0,0,,,,
A,M,1,M,29,AM1M29,M59.  Michael discussed the post and the father today,post,father,70.73,29.312,0.9,66.16,0.9,0,0,0.1,,,,
C,F,1,M,25,CF1M25,M25.  Michael discussed the assault and the tour today,assault,tour,40.85,45.553,0.7,66.16,0,0.7,0.1,0.2,,,,
A,M,1,V,21,AM1V21,V51.  Victor discussed the cord and the missile today,cord,missile,73.294,28.856,0.9,66.1725,0.9,0.1,0,0,,,,
C,M,2,T,12,CM2T12,T132.  Theo discussed the crew and the side today,crew,side,43.5,56.766,1,66.1725,0,1,0,0,,,,
S,F,3,M,11,SF3M11,M311.  Michael discussed the bay and the permit today,bay,permit,29.851,34.854,0.9,66.17625,0,0.1,0,0.9,,,,
S,F,3,V,9,SF3V09,V309.  Victor discussed the way and the hole today,way,hole,30.213,36.211,0.8,66.1975,0,0.2,0,0.8,,,,
S,M,2,T,14,SM2T14,T194.  Theo discussed the groove and the pimple today,groove,pimple,31.185,36.768,0.5,66.1975,0,0.4,0.1,0.5,,,,
H,M,2,V,11,HM2V11,V221.  Victor discussed the lagoon and the protein today,lagoon,protein,67.831,70.303,1,66.20285714,0,0,1,0,,,,
A,M,1,V,16,AM1V16,V46.  Victor discussed the model and the berry today,model,berry,74.62,28.657,0.8,66.23625,0.8,0.2,0,0,,,,
S,F,1,T,15,SF1T15,T75.  Theo discussed the stench and the lane today,stench,lane,56.078,38.865,0.6,66.26125,0,0.4,0,0.6,,,,
S,F,1,T,23,SF1T23,T83.  Theo discussed the oyster and the chair today,oyster,chair,54.924,33.373,0.9,66.26125,0,0.1,0,0.9,,,,
H,M,2,V,5,HM2V05,V215.  Victor discussed the effect and the flip today,effect,flip,64.154,71.587,0.8,66.26428571,0,0.2,0.8,0,,,,
C,F,1,T,9,CF1T09,T9.  Theo discussed the knitting and the wheel today,knitting,wheel,47.606,49.448,0.8,66.26625,0,0.8,0,0.2,,,,
A,F,2,T,2,AF2T02,T152.  Theo discussed the lamb and the drill today,lamb,drill,73.579,22.684,1,66.27428571,1,0,0,0,,,,
A,M,2,V,12,AM2V12,V162.  Victor discussed the ant and the sunrise today,ant,sunrise,71.161,29.751,0.8,66.275,0.8,0.2,0,0,,,,
A,F,2,M,13,AF2M13,M163.  Michael discussed the pitcher and the ape today,pitcher,ape,75.298,22.716,0.9,66.27714286,0.9,0.1,0,0,,,,
S,F,1,M,15,SF1M15,M75.  Michael discussed the carrot and the mob today,carrot,mob,54.651,31.819,0.9,66.29875,0,0.1,0,0.9,,,,
S,M,2,T,15,SM2T15,T195.  Theo discussed the antique and the hand today,antique,hand,27.376,34.74,0.5,66.31125,0,0.5,0,0.5,,,,
A,M,3,T,8,AM3T08,T278.  Theo discussed the summit and the host today,summit,host,66.829,33.141,1,66.3125,1,0,0,0,,,,
H,M,1,V,12,HM1V12,V102.  Victor discussed the junk and the sorrow today,junk,sorrow,65.026,70.629,0.8,66.3125,0,0.2,0.8,0,,,,
A,M,3,V,30,AM3V30,V300.  Victor discussed the teammate and the siren today,teammate,siren,68.444,31.426,0.9,66.34625,0.9,0.1,0,0,,,,
A,M,1,V,6,AM1V06,V36.  Victor discussed the curb and the oven today ,curb,oven,73.503,26.472,0.9,66.3875,0.9,0.1,0,0,,,,
C,M,3,T,29,CM3T29,T269.  Theo discussed the spice and the giraffe today,spice,giraffe,34.742,55.467,0.9,66.395,0,0.9,0.1,0,,,,
C,F,3,M,14,CF3M14,M254.  Michael discussed the thrill and the spinach today,thrill,spinach,58.156,59.603,1,66.41142857,0,1,0,0,,,,
C,M,2,V,14,CM2V14,V134.  Victor discussed the nerve and the product today,nerve,product,42.532,55.267,0.9,66.41375,0.1,0.9,0,0,,,,
C,M,3,V,10,CM3V10,V250.  Victor discussed the dream and the people today,dream,people,30.375,48.932,0.7,66.4375,0,0.7,0,0.3,,,,
S,F,3,M,29,SF3M29,M329.  Michael discussed the cue and the style today,cue,style,30.406,36.079,0.8,66.43875,0,0.2,0,0.8,,,,
S,F,3,T,29,SF3T29,T329.  Theo discussed the screen and the ruler today,screen,ruler,27.621,36.555,0.8,66.43875,0,0.2,0,0.8,,,,
A,F,1,T,15,AF1T15,T45.  Theo discussed the kiss and the bow today,kiss,bow,70.759,28.429,0.9,66.46428571,0.9,0.1,0,0,,,,
A,F,2,M,2,AF2M02,M152.  Michael discussed the park and the cash today,park,cash,74.113,21.864,1,66.46571429,1,0,0,0,,,,
H,M,2,T,6,HM2T06,T216.  Theo discussed the grace and the bib today,grace,bib,67.428,69.536,0.7,66.47857143,0,0.3,0.7,0,,,,
A,M,1,M,24,AM1M24,M54.  Michael discussed the kitten and the genius today,kitten,genius,71.839,29.192,0.9,66.48375,0.9,0.1,0,0,,,,
A,F,2,V,12,AF2V12,V162.  Victor discussed the ant and the sunrise today,ant,sunrise,73.07,25.831,1,66.49142857,1,0,0,0,,,,
H,M,1,T,24,HM1T24,T114.  Theo discussed the term and the honor today,term,honor,63.493,72.066,1,66.51375,0,0,1,0,,,,
S,M,1,V,14,SM1V14,V74.  Victor discussed the cross and the airplane today,cross,airplane,24.529,33.364,0.6,66.52142857,0,0.4,0,0.6,,,,
A,M,1,V,24,AM1V24,V54.  Victor discussed the vessel and the concept today,vessel,concept,73.135,30.237,0.9,66.535,0.9,0.1,0,0,,,,
H,M,2,T,27,HM2T27,T237.  Theo discussed the results and the llama today,results,llama,68.45,65.937,0.6,66.53571429,0.2,0.2,0.6,0,,,,
S,F,1,V,2,SF1V02,V62.  Victor discussed the garage and the lint today,garage,lint,57.202,30.953,1,66.54625,0,0,0,1,,,,
C,M,3,M,30,CM3M30,M270.  Michael discussed the platoon and the scalp today,platoon,scalp,29.216,53.993,1,66.55125,0,1,0,0,,,,
A,F,2,V,30,AF2V30,V180.  Victor discussed the juice and the claw today,juice,claw,74.539,25.137,1,66.55857143,1,0,0,0,,,,
H,M,2,T,13,HM2T13,T223.  Theo discussed the author and the foam today,author,foam,65.248,73.321,0.7,66.59428571,0,0.3,0.7,0,,,,
S,M,1,T,23,SM1T23,T83.  Theo discussed the oyster and the chair today,oyster,chair,28.328,33.545,0.5,66.62142857,0,0.5,0,0.5,,,,
S,F,1,M,17,SF1M17,M77.  Michael discussed the member and the kitchen today,member,kitchen,52.563,32.46,0.9,66.62875,0,0.1,0,0.9,,,,
S,F,3,T,15,SF3T15,T315.  Theo discussed the sponge and the relief today,sponge,relief,31.804,40.284,0.8,66.62875,0,0.2,0,0.8,,,,
C,M,3,V,23,CM3V23,V263.  Victor discussed the spray and the team today,spray,team,33.133,46.126,0.9,66.685,0,0.9,0,0.1,,,,
H,M,3,M,18,HM3M18,M348.  Michael discussed the ulcer and the trial today,ulcer,trial,70.456,74.839,1,66.70714286,0,0,1,0,,,,
S,F,3,T,22,SF3T22,T322.  Theo discussed the sofa and the cruise today,sofa,cruise,26.799,35.805,1,66.715,0,0,0,1,,,,
A,F,2,T,12,AF2T12,T162.  Theo discussed the scab and the crystal today,scab,crystal,72.391,27.053,1,66.72571429,1,0,0,0,,,,
S,M,2,V,19,SM2V19,V199.  Victor discussed the design and the tune today,design,tune,28.44,35.592,0.6,66.74125,0,0.4,0,0.6,,,,
H,M,2,M,6,HM2M06,M216.  Michael discussed the milk and the ghost today,milk,ghost,63.15,68.551,0.8,66.74142857,0,0.2,0.8,0,,,,
C,F,2,V,15,CF2V15,V135.  Victor discussed the mission and the squid today,mission,squid,51.58,52.823,0.9,66.74714286,0,0.9,0,0.1,,,,
H,M,2,V,24,HM2V24,V234.  Victor discussed the scrape and the oboe today,scrape,oboe,69.685,70.829,0.9,66.76571429,0,0.1,0.9,0,,,,
C,F,3,V,28,CF3V28,V268.  Victor discussed the spasm and the mistake today,spasm,mistake,52.941,62.4,0.9,66.77428571,0,0.9,0.1,0,,,,
S,F,1,T,10,SF1T10,T70.  Theo discussed the jar and the stockings today,jar,stockings,53.677,31.884,0.9,66.8175,0,0.1,0,0.9,,,,
S,M,1,M,2,SM1M02,M62.  Michael discussed the yearning and the belly today,yearning,belly,28.114,33.15,0.7,66.82571429,0,0.3,0,0.7,,,,
S,F,3,T,21,SF3T21,T321.  Theo discussed the slide and the cop today,slide,cop,31.712,38.95,0.9,66.83,0,0.1,0,0.9,,,,
A,M,1,T,7,AM1T07,T37.  Theo discussed the fear and the jacket today,fear,jacket,71.772,31.245,1,66.8425,1,0,0,0,,,,
C,M,3,V,9,CM3V09,V249.  Victor discussed the complaint and the tribute today,complaint,tribute,30.709,50.152,0.8,66.85625,0,0.8,0,0.2,,,,
H,M,2,T,21,HM2T21,T231.  Theo discussed the couple and the file today,couple,file,67.154,69.251,0.6,66.86857143,0.1,0.3,0.6,0,,,,
S,F,1,T,13,SF1T13,T73.  Theo discussed the gallon and the record today,gallon,record,56.991,34.284,0.9,66.86875,0,0,0.1,0.9,,,,
A,M,3,V,10,AM3V10,V280.  Victor discussed the virtue and the farmer today,virtue,farmer,67.023,26.054,1,66.87625,1,0,0,0,,,,
A,M,3,V,11,AM3V11,V281.  Victor discussed the seat and the builder today,seat,builder,68.634,28.785,0.9,66.8775,0.9,0.1,0,0,,,,
C,M,2,V,9,CM2V09,V129.  Victor discussed the puzzle and the delight today,puzzle,delight,41.738,59.787,0.8,66.895,0,0.8,0.1,0.1,,,,
C,M,1,V,26,CM1V26,V26.  Victor discussed the jug and the being today,jug,being,35.977,51.377,0.9,66.9075,0,0.9,0,0.1,,,,
S,F,3,V,13,SF3V13,V313.  Victor discussed the bronze and the wreck today,bronze,wreck,26.444,34.945,0.9,66.9075,0,0.1,0,0.9,,,,
C,M,1,M,15,CM1M15,M15.  Michael discussed the bug and the pose today,bug,pose,34.306,47.741,0.7,66.9125,0,0.7,0,0.3,,,,
C,F,3,V,12,CF3V12,V252.  Victor discussed the moose and the bath today,moose,bath,56.122,65.937,0.8,66.92,0,0.8,0.2,0,,,,
S,F,3,M,24,SF3M24,M324.  Michael discussed the laser and the skillet today,laser,skillet,29.209,40.356,0.7,66.92,0,0.3,0,0.7,,,,
C,F,1,V,14,CF1V14,V14.  Victor discussed the chef and the gossip today,chef,gossip,42.892,50.795,0.9,66.92625,0.1,0.9,0,0,,,,
C,F,3,M,19,CF3M19,M259.  Michael discussed the mark and the rose today,mark,rose,53.701,61.222,1,66.92714286,0,1,0,0,,,,
S,M,1,M,28,SM1M28,M88.  Michael discussed the stool and the beef today,stool,beef,27.84,34.267,0.7,66.93428571,0,0.3,0,0.7,,,,
C,M,1,M,10,CM1M10,M10.  Michael discussed the shrub and the pressure today,shrub,pressure,39.347,56.139,0.7,66.97625,0,0.7,0.1,0.2,,,,
A,F,2,V,3,AF2V03,V153.  Victor discussed the mermaid and the stampede today,mermaid,stampede,76.472,23.078,1,66.97857143,1,0,0,0,,,,
S,F,3,M,20,SF3M20,M320.  Michael discussed the takeoff and the goods today,takeoff,goods,33.446,41.388,0.6,66.995,0,0.4,0,0.6,,,,
A,F,2,V,8,AF2V08,V158.  Victor discussed the gap and the conflict today,gap,conflict,73.223,32.288,0.8,67,0.8,0.2,0,0,,,,
S,F,3,V,23,SF3V23,V323.  Victor discussed the spell and the trunk today,spell,trunk,29.544,37.275,0.8,67.01,0,0.2,0,0.8,,,,
A,F,2,M,24,AF2M24,M174.  Michael discussed the net and the lashes today,net,lashes,73.506,23.87,1,67.03285714,1,0,0,0,,,,
A,M,1,M,9,AM1M09,M39.  Michael discussed the need and the pit today,need,pit,73.312,29.15,0.9,67.05875,0.9,0.1,0,0,,,,
H,M,1,T,27,HM1T27,T117.  Theo discussed the giant and the language today,giant,language,63.8,71.336,0.8,67.06,0,0.2,0.8,0,,,,
S,F,1,T,22,SF1T22,T82.  Theo discussed the burn and the eagle today,burn,eagle,56.081,31.64,0.9,67.06,0,0.1,0,0.9,,,,
C,M,3,M,29,CM3M29,M269.  Michael discussed the sack and the exit today,sack,exit,33.527,54.587,0.9,67.07125,0,0.9,0,0.1,,,,
C,F,1,M,17,CF1M17,M17.  Michael discussed the desert and the prop today,desert,prop,42.725,43.805,0.8,67.0725,0,0.8,0,0.2,,,,
H,M,2,M,1,HM2M01,M211.  Michael discussed the filter and the curse today,filter,curse,66.535,72.489,0.8,67.09428571,0,0.2,0.8,0,,,,
S,M,2,V,13,SM2V13,V193.  Victor discussed the outskirts and the pamphlet today,outskirts,pamphlet,27.183,31.43,0.5,67.0975,0,0.5,0,0.5,,,,
H,M,1,M,12,HM1M12,M102.  Michael discussed the flesh and the event today,flesh,event,64.529,72.279,0.8,67.10375,0,0.1,0.8,0.1,,,,
S,M,1,V,28,SM1V28,V88.  Victor discussed the ox and the gem today,ox,gem,24.599,31.254,0.6,67.11571429,0,0.4,0,0.6,,,,
C,F,2,V,1,CF2V01,V121.  Victor discussed the demon and the moment today,demon,moment,56.145,57.734,1,67.13,0,1,0,0,,,,
S,M,2,T,19,SM2T19,T199.  Theo discussed the comfort and the scar today,comfort,scar,28.349,33.921,0.4,67.1725,0,0.6,0,0.4,,,,
S,M,3,T,24,SM3T24,T324.  Theo discussed the velvet and the farmhouse today,velvet,farmhouse,23.375,28.312,1,67.20285714,0,0,0,1,,,,
S,M,2,V,18,SM2V18,V198.  Victor discussed the bee and the angle today,bee,angle,29.484,33.2,0.6,67.21125,0,0.4,0,0.6,,,,
A,M,1,T,27,AM1T27,T57.  Theo discussed the bag and the start today,bag,start,73.112,27.743,0.9,67.22375,0.9,0.1,0,0,,,,
A,F,2,M,3,AF2M03,M153.  Michael discussed the practice and the weaver today,practice,weaver,73.111,27.264,0.9,67.23,0.9,0.1,0,0,,,,
C,F,1,M,8,CF1M08,M8.  Michael discussed the shipment and the chapter today,shipment,chapter,47.376,51.378,0.9,67.23125,0,0.9,0,0.1,,,,
A,F,2,T,13,AF2T13,T163.  Theo discussed the bracelet and the lisp today,bracelet,lisp,73.851,22.969,1,67.23142857,1,0,0,0,,,,
S,M,1,V,30,SM1V30,V90.  Victor discussed the toll and the virus today,toll,virus,26.838,32.906,0.8,67.24428571,0,0.2,0,0.8,,,,
S,F,3,T,6,SF3T06,T306.  Theo discussed the mirror and the technique today,mirror,technique,29.217,36.12,0.7,67.25,0,0.3,0,0.7,,,,
S,F,3,T,19,SF3T19,T319.  Theo discussed the guide and the process today,guide,process,28.825,35.896,0.9,67.2625,0,0.1,0,0.9,,,,
S,M,2,V,17,SM2V17,V197.  Victor discussed the upgrade and the ballot today,upgrade,ballot,30.984,36.609,0.6,67.2725,0,0.4,0,0.6,,,,
S,F,1,T,1,SF1T01,T61.  Theo discussed the judge and the bowl today,judge,bowl,55.177,34.458,0.9,67.29,0,0.1,0,0.9,,,,
H,F,1,M,14,HF1M14,M104.  Michael discussed the script and the brass today,script,brass,71.277,70.334,0.8,67.295,0,0.2,0.8,0,,,,
S,M,1,V,2,SM1V02,V62.  Victor discussed the garage and the lint today,garage,lint,25.248,35.927,0.6,67.30428571,0,0.4,0,0.6,,,,
C,M,3,V,20,CM3V20,V260.  Victor discussed the beggar and the damage today,beggar,damage,31.8,51.304,0.9,67.30625,0,0.9,0,0.1,,,,
C,F,2,V,28,CF2V28,V148.  Victor discussed the land and the rum today,land,rum,52.493,61.285,0.9,67.31142857,0,0.9,0.1,0,,,,
S,F,3,T,14,SF3T14,T314.  Theo discussed the camel and the report today,camel,report,32.566,40.928,0.7,67.315,0,0.3,0,0.7,,,,
S,M,3,T,16,SM3T16,T316.  Theo discussed the female and the scene today,female,scene,23.355,27.84,0.9,67.32285714,0,0.1,0,0.9,,,,
C,M,3,M,27,CM3M27,M267.  Michael discussed the door and the bribe today,door,bribe,34.885,53.41,0.7,67.3375,0,0.7,0.1,0.2,,,,
A,F,2,M,30,AF2M30,M180.  Michael discussed the sign and the head today,sign,head,74.733,22.777,1,67.34571429,1,0,0,0,,,,
A,F,2,M,18,AF2M18,M168.  Michael discussed the war and the elf today,war,elf,76.261,22.18,1,67.36142857,1,0,0,0,,,,
H,M,2,V,19,HM2V19,V229.  Victor discussed the reptile and the scissors today,reptile,scissors,68.713,71.164,0.8,67.37428571,0,0.2,0.8,0,,,,
C,M,3,V,11,CM3V11,V251.  Victor discussed the sale and the talent today,sale,talent,33.02,46.129,0.7,67.375,0,0.7,0,0.3,,,,
H,M,2,V,20,HM2V20,V230.  Victor discussed the lawn and the fraction today,lawn,fraction,69.676,71.604,0.6,67.38,0.2,0.2,0.6,0,,,,
A,M,1,V,29,AM1V29,V59.  Victor discussed the gum and the worry today,gum,worry,73.465,28.176,0.9,67.40125,0.9,0.1,0,0,,,,
A,F,2,T,8,AF2T08,T158.  Theo discussed the month and the treasure today,month,treasure,73.243,25.492,0.9,67.41857143,0.9,0.1,0,0,,,,
A,F,2,T,29,AF2T29,T179.  Theo discussed the butcher and the pond today ,butcher,pond,75.299,25.01,0.9,67.43285714,0.9,0.1,0,0,,,,
H,M,2,T,15,HM2T15,T225.  Theo discussed the voyage and the shoulder today,voyage,shoulder,68.774,67.893,0.8,67.43428571,0,0.2,0.8,0,,,,
S,M,3,V,16,SM3V16,V316.  Victor discussed the letter and the choice today,letter,choice,22.016,28.471,0.8,67.46142857,0,0.2,0,0.8,,,,
S,F,3,M,23,SF3M23,M323.  Michael discussed the watch and the steel today,watch,steel,28.932,36.838,0.7,67.46375,0,0.3,0,0.7,,,,
C,F,1,V,27,CF1V27,V27.  Victor discussed the breakfast and the triumph today,breakfast,triumph,35.288,52.775,0.9,67.48875,0,0.9,0,0.1,,,,
C,M,1,M,27,CM1M27,M27.  Michael discussed the voltage and the elbow today,voltage,elbow,33.905,47.218,0.8,67.49125,0,0.8,0,0.2,,,,
C,M,3,V,27,CM3V27,V267.  Victor discussed the staff and the mouse today,staff,mouse,30.994,55.444,0.7,67.49625,0,0.7,0.2,0.1,,,,
S,F,1,T,9,SF1T09,T69.  Theo discussed the budget and the aisle today,budget,aisle,54.215,32.067,0.9,67.49875,0,0.1,0,0.9,,,,
H,M,1,V,3,HM1V03,V93.  Victor discussed the movement and the issue today,movement,issue,61.896,70.658,0.7,67.51375,0,0.3,0.7,0,,,,
A,F,2,M,8,AF2M08,M158.  Michael discussed the jaw and the hobby today,jaw,hobby,72.883,21.418,0.9,67.53714286,0.9,0.1,0,0,,,,
A,M,1,V,8,AM1V08,V38.  Victor discussed the moisture and the key today,moisture,key,73.199,26.751,1,67.54,1,0,0,0,,,,
C,M,3,T,27,CM3T27,T267.  Theo discussed the pad and the swing today,pad,swing,33.625,52.826,0.7,67.545,0,0.7,0.1,0.2,,,,
C,M,1,T,30,CM1T30,T30.  Theo discussed the aim and the heap today,aim,heap,35.555,46.648,0.8,67.565,0,0.8,0,0.2,,,,
C,M,1,V,8,CM1V08,V8.  Victor discussed the blizzard and the illness today,blizzard,illness,35.725,47.01,0.9,67.565,0,0.9,0,0.1,,,,
C,F,1,T,14,CF1T14,T14.  Theo discussed the stair and the present today,stair,present,42.978,46.252,0.9,67.56625,0,0.9,0,0.1,,,,
A,M,1,M,20,AM1M20,M50.  Michael discussed the freedom and the pocket today,freedom,pocket,71.139,29.968,0.8,67.605,0.8,0.2,0,0,,,,
A,F,2,T,9,AF2T09,T159.  Theo discussed the island and the skis today,island,skis,71.894,28.41,0.8,67.60857143,0.8,0.2,0,0,,,,
S,M,1,T,29,SM1T29,T89.  Theo discussed the buffet and the rescue today,buffet,rescue,28.765,39.847,0.3,67.62142857,0,0.7,0,0.3,,,,
C,F,3,M,2,CF3M02,M242.  Michael discussed the saint and the matter today,saint,matter,57.528,63.62,0.9,67.64285714,0,0.9,0.1,0,,,,
A,M,1,M,3,AM1M03,M33.  Michael discussed the shrimp and the glow today,shrimp,glow,68.926,30.86,1,67.6925,1,0,0,0,,,,
A,F,2,M,6,AF2M06,M156.  Michael discussed the clown and the snow today,clown,snow,74.975,24.265,0.9,67.70714286,0.9,0.1,0,0,,,,
S,M,1,V,22,SM1V22,V82.  Victor discussed the plug and the scandal today,plug,scandal,24.812,29.979,0.7,67.74571429,0,0.3,0,0.7,,,,
C,F,2,M,24,CF2M24,M144.  Michael discussed the hull and the port today,hull,port,52.918,62.44,1,67.75857143,0,1,0,0,,,,
